Open,Close,High,Low,Volume,Date
1041.6,1050.62,1052.03,1038.42,39,124,969.00,08/15/22
1029.55,1041.56,1041.83,1029.55,40,075,587.00,08/12/22
1028.19,1025.65,1035.82,1023.67,43,442,922.00,08/11/22
1028.73,1027.65,1030.25,1020.13,40,519,734.00,08/10/22
1018.83,1023.41,1026.26,1018.35,44,163,247.00,08/09/22
1018.65,1015.12,1026.56,1010.1,45,154,646.00,08/08/22
1019.9,1013.96,1022.1,1004.45,58,738,133.00,08/05/22
1025.1,1021.62,1031.87,1020.08,50,915,987.00,08/04/22
1017.96,1025.74,1028.08,1003.3,50,689,236.00,08/03/22
1026.49,1019.45,1032.79,1018.97,47,322,022.00,08/02/22
1021.81,1023.91,1025.95,1014.12,45,960,456.00,08/01/22
1014.43,1024.18,1028.2,1013.57,63,977,927.00,07/29/22
991.71,1014.35,1016.04,991.13,60,644,410.00,07/28/22
980.83,983.96,985.95,975.77,46,186,083.00,07/27/22
973.74,982.43,984.72,973.63,36,953,992.00,07/26/22
960.08,974.75,975.06,957.78,33,810,268.00,07/25/22
953.63,960.95,963.11,953.34,39,392,472.00,07/22/22
944.96,948.95,949,938.54,44,706,752.00,07/21/22
958.55,945.41,959.37,944.1,54,157,371.00,07/20/22
956.15,957.41,961.6,952.79,48,190,935.00,07/19/22
961.89,949.77,961.89,949.44,38,933,965.00,07/18/22
961.15,963.16,964.21,946.71,48,785,358.00,07/15/22
948.8,956.24,957.95,940.52,40,813,853.00,07/14/22
953.3,956.59,965.73,949.96,40,297,974.00,07/13/22
961.98,960.72,973.74,956.77,35,926,131.00,07/12/22
959.57,966.95,969.15,954.9,33,532,082.00,07/11/22
966.46,962.03,966.94,959.87,35,304,078.00,07/08/22
970.72,966.6,974.95,965.47,41,655,461.00,07/07/22
961.36,967.94,976.64,954.71,42,969,196.00,07/06/22
989.62,958.21,990.58,944.34,59,002,593.00,07/05/22
972.82,992.63,993.83,969.18,51,693,032.00,07/01/22
954.2,969.3,975.67,951.69,62,476,180.00,06/30/22
959.54,959.49,963.06,953.34,40,961,393.00,06/29/22
964.7,957.84,972.18,956.93,42,582,474.00,06/28/22
950.87,961.43,963.68,948.76,39,114,392.00,06/27/22
939.52,953.63,955.29,938.29,58,455,824.00,06/24/22
916.08,935.74,937.1,916.08,53,921,069.00,06/23/22
900,912.38,919.5,898.87,58,301,373.00,06/22/22
890.84,904.22,908.35,890.12,59,205,233.00,06/21/22
895.49,887.72,902.02,878.76,110,546,219.00,06/17/22
902.43,895.93,902.43,888.75,75,249,059.00,06/16/22
915.44,912.35,926.33,901,70,066,411.00,06/15/22
936.21,910.14,938.34,900.31,66,837,054.00,06/14/22
972.45,934.7,972.45,930.71,64,091,073.00,06/13/22
977.95,980.42,988.88,970.22,55,820,963.00,06/10/22
1009.18,985.66,1013.94,984.92,45,832,927.00,06/09/22
1025.97,1009.84,1025.97,1007.86,40,300,401.00,06/08/22
1021,1030.43,1031.3,1014.49,40,752,700.00,06/07/22
1022.69,1022.6,1030.37,1021.38,45,401,541.00,06/06/22
1023.42,1020.31,1026.8,1018.8,37,109,063.00,06/03/22
1024.42,1026.38,1027.4,1003.05,46,308,708.00,06/02/22
1026.01,1021.08,1026.68,1012.2,45,436,555.00,06/01/22
1029.23,1023.05,1030.19,1017.05,96,236,490.00,05/31/22
1020,1035.3,1035.4,1016.88,45,541,541.00,05/27/22
1025.68,1022.04,1030.02,1021.4,46,307,927.00,05/26/22
1023.28,1020.72,1024.68,1014.38,49,902,684.00,05/25/22
1007.16,1022.36,1024.27,997.72,54,675,016.00,05/24/22
1000,1005.02,1009.8,993.68,45,298,300.00,05/23/22
990.56,990.86,994.26,978.11,56,849,193.00,05/20/22
988.58,989.4,993.54,975.09,53,972,802.00,05/19/22
1004.48,991.68,1005.32,989.42,53,596,278.00,05/18/22
997.38,1001.62,1001.72,981.8,47,089,996.00,05/17/22
994.56,993.8,999.04,989.05,44,365,393.00,05/16/22
987.97,992.74,994.65,978.23,48,290,086.00,05/13/22
988.75,982.84,991.72,972.43,74,171,166.00,05/12/22
985.64,991.15,1007.96,983.69,60,946,328.00,05/11/22
999.79,984.23,1012.49,974.39,67,794,142.00,05/10/22
1003.64,998.05,1008.22,990.48,61,492,796.00,05/09/22
992.37,1007.16,1010.87,992.18,59,859,943.00,05/06/22
1008.09,998.27,1011.98,989.93,56,503,480.00,05/05/22
994.51,1011.3,1012.77,992.51,61,954,173.00,05/04/22
991.22,990.31,1007.61,987.57,54,893,139.00,05/03/22
1003.28,987.17,1008.73,976.9,60,691,384.00,05/02/22
1026.34,999.9,1026.81,998.3,74,984,536.00,04/29/22
1021.74,1030.72,1034.35,1017.87,55,478,668.00,04/28/22
1023.03,1016.95,1031.7,1013.1,57,420,258.00,04/27/22
1031.38,1022.58,1042.01,1022.44,56,429,200.00,04/26/22
1044.69,1033.17,1045.68,1018.25,66,225,813.00,04/25/22
1058.82,1042.69,1058.91,1041.88,59,597,451.00,04/22/22
1069.85,1059.39,1073.75,1058.44,57,348,511.00,04/21/22
1066.65,1071.75,1077.08,1066.65,48,243,457.00,04/20/22
1056.57,1060.3,1062.32,1055.32,41,098,726.00,04/19/22
1062.34,1054.81,1069.22,1050.02,36,990,721.00,04/18/22
1063.61,1061.63,1069.16,1061.22,45,803,213.00,04/14/22
1063.95,1061.15,1065.71,1053.67,44,410,126.00,04/13/22
1056.53,1062.26,1068.09,1052.95,52,622,139.00,04/12/22
1071.24,1058.03,1073.37,1056.87,56,271,550.00,04/11/22
1069.76,1070.84,1075.53,1063.25,42,582,193.00,04/08/22
1070.94,1067.77,1070.94,1057.53,59,161,451.00,04/07/22
1052.84,1070.93,1071.26,1049.87,62,375,380.00,04/06/22
1047.28,1050.58,1062.01,1045.94,50,248,502.00,04/05/22
1055.8,1045.75,1055.8,1035.95,42,118,703.00,04/04/22
1042.1,1057.27,1057.72,1034.96,49,815,880.00,04/01/22
1040.57,1041.96,1051.23,1040.05,60,214,044.00,03/31/22
1033.36,1042.1,1042.24,1030.32,43,598,326.00,03/30/22
1023.93,1033.32,1033.42,1020.91,50,239,910.00,03/29/22
1017.43,1022.03,1022.04,1010.75,41,853,945.00,03/28/22
1002.17,1016.64,1016.74,1002,42,094,969.00,03/25/22
992.41,1000.82,1001.66,991.02,42,792,641.00,03/24/22
990.37,991.53,997.24,983.82,46,490,652.00,03/23/22
992.85,989.71,993.4,982.84,47,012,514.00,03/22/22
990.51,983.04,996,979.95,104,186,542.00,03/18/22
986.02,990.83,997.06,983.8,54,687,257.00,03/17/22
987.48,985.41,990.69,971.52,57,079,581.00,03/16/22
985.74,988.17,990.09,979.52,53,506,443.00,03/15/22
981.02,976.73,987.38,970.62,48,715,471.00,03/14/22
982.32,978.68,990.3,976.64,44,401,757.00,03/11/22
969.37,981.54,982.96,968.2,52,845,720.00,03/10/22
983.12,974.13,988.19,972.89,61,501,752.00,03/09/22
996.26,979.67,1002.55,979.56,70,291,073.00,03/08/22
988.91,996.4,998.23,980.25,83,595,078.00,03/07/22
965.39,988.47,989.11,962.67,64,534,217.00,03/04/22
953.27,966.81,969.67,953.27,66,742,399.00,03/03/22
939.61,950.64,954.15,938.92,52,270,884.00,03/02/22
942.3,939,951.05,930.8,65,015,677.00,03/01/22
0,942.54,944.33,0,87,862,946.00,02/28/22
913.05,938.25,939.16,912.47,67,693,670.00,02/25/22
900.54,905.49,907.23,888.52,86,704,426.00,02/24/22
917.67,902.04,919.98,901.29,58,433,458.00,02/23/22
915.04,915.8,922.23,908.25,59,547,228.00,02/22/22
912.72,915.77,922.35,909.15,71,970,186.00,02/18/22
912.63,915,918.67,902.3,53,659,668.00,02/17/22
911.58,913.04,917.25,903.64,54,798,428.00,02/16/22
920.55,911.01,924.66,906.41,63,150,956.00,02/15/22
925.67,917.29,929.32,907.71,69,772,711.00,02/14/22
927.06,924.77,934.38,920.97,67,655,199.00,02/11/22
942.68,924.05,942.68,921.9,65,718,372.00,02/10/22
949.31,949.03,953.26,945.94,47,690,325.00,02/09/22
946.09,945.83,950.99,943.19,56,778,284.00,02/08/22
941.94,943.2,946.96,935.64,58,174,612.00,02/07/22
945.98,942.19,950.66,932.91,65,609,596.00,02/04/22
953.33,950.6,956.32,947.66,65,952,215.00,02/03/22
941.52,955.23,955.95,938.79,76,927,350.00,02/02/22
954.48,942.61,956.34,935.05,62,547,079.00,02/01/22
937.28,954.18,955.33,933.33,105,244,385.00,01/31/22
929.47,941.03,941.55,921.7,72,245,110.00,01/28/22
929.07,930.25,942.29,926.14,75,157,051.00,01/27/22
928.3,922.87,938.21,916.38,77,270,607.00,01/26/22
926.14,926.54,933.65,919.43,79,677,091.00,01/25/22
943.93,932.47,945.52,909.8,84,703,598.00,01/24/22
946.82,943.75,956.58,941.86,66,748,749.00,01/21/22
946.12,945.6,957.02,944.29,58,024,517.00,01/20/22
942.81,944.56,954.39,942.42,51,004,406.00,01/19/22
950.76,942.76,950.76,934.83,59,834,944.00,01/18/22
957.87,953.07,960.21,946.8,57,570,616.00,01/14/22
954.52,958.98,962.64,953.84,47,852,070.00,01/13/22
950.45,955.22,956.84,945.8,43,115,647.00,01/12/22
963.14,952.74,965.08,945.96,51,506,775.00,01/11/22
967.67,962.66,969.19,956.49,62,177,344.00,01/10/22
958.9,968.1,972.99,953.59,60,356,292.00,01/07/22
968.71,962.46,974.57,961.44,53,596,956.00,01/06/22
968.82,969.2,979.69,968.02,57,654,822.00,01/05/22
969.73,969.73,969.73,969.73,52,790,216.00,01/04/22
980.47,972.24,980.48,960.94,46,485,002.00,01/03/22
975.2,980.78,984.42,973.34,32,234,013.00,12/31/21
975.94,977.45,978.82,970.89,30,757,996.00,12/30/21
970.16,975.11,976.44,968.36,25,176,661.00,12/29/21
960.99,969.12,969.32,960.99,21,560,056.00,12/28/21
957.31,960.82,961.15,954.14,23,878,916.00,12/27/21
956.7,955.77,960.48,954.99,30,496,851.00,12/23/21
948.07,956.38,957.21,947.46,33,086,094.00,12/22/21
955.82,950.1,960.73,945.34,42,457,154.00,12/21/21
945.26,952.08,953.44,934.81,51,608,926.00,12/20/21
962.21,950.07,963.36,948.17,94,203,947.00,12/17/21
955.87,962.87,968.62,955.11,49,870,901.00,12/16/21
943.87,957.26,957.75,943.87,49,733,965.00,12/15/21
946.77,942.26,949.62,938.33,47,729,900.00,12/14/21
935.47,947.26,952.47,934.81,57,049,589.00,12/13/21
934.26,935.67,939.33,932.28,38,136,755.00,12/10/21
932.3,931.13,935.6,924.41,50,263,414.00,12/09/21
933.28,932.63,938.61,928.62,43,859,781.00,12/08/21
927.21,934.12,936.49,924.21,53,644,169.00,12/07/21
915.77,927.09,936.11,915.77,62,704,260.00,12/06/21
907.67,914.03,914.35,896.99,58,469,386.00,12/03/21
893.97,904.1,911.98,893.97,54,230,271.00,12/02/21
896.68,892.49,914.33,892.07,59,619,359.00,12/01/21
917.79,893.56,917.79,892.83,89,168,730.00,11/30/21
909.56,920.57,922.89,907.43,50,172,511.00,11/29/21
919.53,906.95,921.73,905.18,26,629,438.00,11/26/21
922.95,922.85,925.31,917.64,32,704,074.00,11/24/21
921.78,922.66,928.57,917.56,37,035,248.00,11/23/21
914.22,921.5,926.19,912.25,45,746,579.00,11/22/21
908.77,914.39,916.53,907.55,49,008,335.00,11/19/21
911.9,908.4,912.98,905.82,37,926,518.00,11/18/21
912.56,912.34,913.23,905.25,42,816,761.00,11/17/21
919.82,913.25,920.8,912.85,40,945,934.00,11/16/21
910.07,919.61,919.79,909.82,36,004,351.00,11/15/21
910.59,908.29,910.59,904.19,42,566,905.00,11/12/21
917.74,910.26,918.15,905.57,40,668,784.00,11/11/21
910.5,917.04,918.12,909.74,40,834,024.00,11/10/21
906.76,909.94,912.73,904.35,49,696,621.00,11/09/21
918.49,907,919.36,902.28,53,386,340.00,11/08/21
913.25,918.63,923.5,912.98,44,726,538.00,11/05/21
912.26,911.11,914.71,902.84,51,559,710.00,11/04/21
918.43,914.17,920.2,907.05,45,329,046.00,11/03/21
922.06,922.89,924.81,914.85,47,064,725.00,11/02/21
915.7,919.82,921.3,912.92,35,834,593.00,11/01/21
920.81,915.91,925.16,911.56,52,850,493.00,10/29/21
914.45,921.15,921.83,913.43,38,955,196.00,10/28/21
923.22,914.81,925.48,914.51,37,401,767.00,10/27/21
918.07,921.77,928.89,917.34,41,958,567.00,10/26/21
920.33,917.78,924.16,915.27,32,790,486.00,10/25/21
916.67,921.43,923.11,916.25,33,203,371.00,10/22/21
916.8,915.49,920.34,914.07,35,975,652.00,10/21/21
904.17,916.16,919.23,904.17,41,398,435.00,10/20/21
894.43,902.25,903.18,894.43,37,147,276.00,10/19/21
895.66,889.48,895.66,884.85,43,593,249.00,10/18/21
900.54,898.54,904.36,897.36,76,597,710.00,10/15/21
891.86,900.09,901.67,891.5,45,051,505.00,10/14/21
879.12,890.14,890.87,875.05,46,299,660.00,10/13/21
875.27,879.4,881.92,873.21,47,158,182.00,10/12/21
884.01,874.63,884.15,873.63,51,683,718.00,10/11/21
890.98,884.7,892.43,884,36,407,570.00,10/08/21
897.3,891.02,904.1,889.78,45,054,437.00,10/07/21
882.42,896.25,896.65,875.97,42,884,448.00,10/06/21
886.84,884.12,889.92,882.63,44,180,581.00,10/05/21
872.22,885.7,888.56,872.22,54,255,950.00,10/04/21
878.96,872.82,880.87,871.73,49,182,350.00,10/01/21
884.6,874.63,885.74,874.4,56,351,907.00,09/30/21
870.2,882.29,887.71,869.17,44,068,681.00,09/29/21
881.09,869.74,882.43,867.9,51,287,291.00,09/28/21
891.39,882.07,899.11,881.11,43,233,670.00,09/27/21
893.66,892.8,898.97,891.22,40,248,999.00,09/24/21
897.63,893.61,904.34,892.63,37,636,826.00,09/23/21
900.99,898.05,905.11,894.67,38,674,594.00,09/22/21
903.26,898.49,910.18,898.27,42,411,478.00,09/21/21
901.75,901.54,909.27,892.41,59,335,209.00,09/20/21
915.49,903.8,920.2,902.95,105,509,060.00,09/17/21
925.6,916.73,929.2,915.39,43,663,369.00,09/16/21
923.75,924.96,930.87,919.37,46,786,281.00,09/15/21
930.33,924.69,932.87,922.1,42,061,715.00,09/14/21
932.92,927.28,938.31,924.61,45,180,098.00,09/13/21
943.82,929.14,943.82,928.77,38,982,440.00,09/10/21
948.04,944.08,948.66,943.42,40,333,425.00,09/09/21
932.45,949.12,951.63,929.86,45,005,018.00,09/08/21
944.7,932.26,944.7,931.05,47,070,085.00,09/07/21
950.42,944.93,951.47,943.06,35,616,416.00,09/03/21
946.24,952.62,952.76,946.16,35,046,442.00,09/02/21
935.59,945.37,948.26,934.98,38,057,899.00,09/01/21
934.66,934.3,939.49,930.83,49,560,212.00,08/31/21
932.91,935.16,937.81,930.97,29,494,983.00,08/30/21
932.47,932.25,936.13,930.63,36,363,171.00,08/27/21
933.5,931.77,934.18,929.32,32,166,798.00,08/26/21
933.11,934.45,937.19,927.74,38,073,285.00,08/25/21
939.44,933.25,940.09,927.26,41,651,714.00,08/24/21
951.23,939.44,951.54,937.8,46,073,208.00,08/23/21
939.12,950.75,952.13,933.65,49,045,140.00,08/20/21
937.84,940.96,948.58,936.76,44,652,049.00,08/19/21
944.05,937.17,944.14,933.92,41,868,308.00,08/18/21
942.91,943.92,944.84,935.04,36,477,086.00,08/17/21
938.83,944.54,950.81,937.72,44,593,128.00,08/16/21
933.46,938.29,939.54,931.93,31,533,433.00,08/13/21
930.27,932.67,935.25,928.95,38,616,323.00,08/12/21
926.52,931.52,935.05,926.52,41,847,994.00,08/11/21
925.73,925.42,928.58,921.69,36,380,795.00,08/10/21
927.06,925.12,928.61,919.52,36,189,802.00,08/09/21
930.79,926.74,933.99,926.56,37,795,684.00,08/06/21
920.67,930.75,931.26,918.28,46,457,256.00,08/05/21
917.18,919.19,920.45,908.3,43,592,677.00,08/04/21
915.52,920.69,925.44,913.14,45,066,230.00,08/03/21
908.12,914.44,918.18,908.12,42,350,209.00,08/02/21
916.51,907.42,923.62,905.54,53,571,988.00,07/30/21
917.36,917.25,920.32,912.12,30,696,836.00,07/29/21
920.91,915.79,922.35,908.81,35,749,559.00,07/28/21
903.67,920.94,923.2,899.36,48,356,084.00,07/27/21
903.99,904.4,906.89,899.22,46,494,475.00,07/26/21
894.27,904.54,905.21,893.96,40,397,655.00,07/23/21
893.36,892.98,897.82,890.83,47,651,163.00,07/22/21
903.16,892.29,905.64,891.39,41,506,680.00,07/21/21
900.32,902.5,911.05,899.66,48,769,066.00,07/20/21
913.7,899.18,917.24,888.89,67,071,187.00,07/19/21
908.03,914.61,919.52,906.8,48,382,590.00,07/16/21
894.06,906.73,907.11,893.45,44,173,923.00,07/15/21
890.24,896.49,900.3,886.13,38,635,353.00,07/14/21
897.26,890.4,898.52,887.39,37,322,622.00,07/13/21
893.56,897.6,898.03,889.09,35,826,462.00,07/12/21
893.3,894.2,895.39,886.02,39,598,802.00,07/09/21
894.78,891.72,898.69,889.01,37,691,762.00,07/08/21
889.47,895.97,896.22,885.14,32,758,612.00,07/07/21
886.65,889.68,889.92,875.18,39,032,105.00,07/06/21
885.68,885.78,886.51,881.33,28,591,847.00,07/02/21
876.73,885.16,887.77,873.56,39,722,812.00,07/01/21
878.65,876.07,880.98,872.77,47,334,365.00,06/30/21
891.73,878.16,894.75,876.23,42,699,289.00,06/29/21
889.44,893.21,897.36,889.44,39,125,696.00,06/28/21
879.1,889.07,889.44,877.98,43,335,642.00,06/25/21
880.76,878.97,882.28,875.89,38,176,420.00,06/24/21
889.75,880.12,889.75,877.55,42,277,585.00,06/23/21
896.19,890.32,898.59,890.21,38,681,448.00,06/22/21
887.04,896.92,898.28,883.51,45,775,102.00,06/21/21
906.59,884.86,906.59,884.26,88,112,595.00,06/18/21
903.94,907.74,912.93,900.6,48,032,111.00,06/17/21
919.39,903.93,923.09,903.7,51,452,178.00,06/16/21
915.37,918.43,923.09,914.03,43,587,382.00,06/15/21
912.52,915.18,917.08,908.92,36,420,798.00,06/14/21
908.54,912.85,913.1,905.56,35,792,960.00,06/11/21
903.37,908.68,909.96,901.54,39,216,679.00,06/10/21
895.46,902.89,904.62,894.99,40,963,605.00,06/09/21
902.75,894.26,903.75,890.78,43,606,203.00,06/08/21
901.87,902.09,903.04,900.12,39,237,538.00,06/07/21
903.92,900.82,906.24,900.05,39,924,129.00,06/04/21
895.28,902.49,905.44,891.76,52,609,035.00,06/03/21
894.16,897.86,902.19,891.63,42,445,663.00,06/02/21
899.2,893.53,900.71,891.1,43,078,118.00,06/01/21
